UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,192760013,10/03/2019,685 11TH ST NW,501,Home Park,E,33.78332,-84.40974,
LARCENY-FROM VEHICLE,192760035,10/03/2019,415 MEMORIAL DR SE,605,Grant Park,W,33.74652,-84.37423,
LARCENY-FROM VEHICLE,192760052,10/03/2019,450 PIEDMONT AVE NE,509,Downtown,M,33.76598,-84.38321,
LARCENY-FROM VEHICLE,192760248,10/03/2019,145 EDGEWOOD AVE,510,Downtown,M,33.75444,-84.38231,
LARCENY-FROM VEHICLE,192760359,10/03/2019,2583 BROOKDALE DR NW,205,Peachtree Battle Alliance,C,33.82492,-84.40349,
LARCENY-FROM VEHICLE,192760484,10/03/2019,1311 FULTON INDUSTRIAL BLVD NW,114,Bankhead/Bolton,H,33.78758,-84.4977,
LARCENY-FROM VEHICLE,192760536,10/03/2019,420 MULBERRY ROW SE,312,Glenrose Heights,Z,33.66615,-84.38292,
LARCENY-FROM VEHICLE,192760704,10/03/2019,3398 PIEDMONT RD NE,208,Buckhead Forest,B,33.84712,-84.37385,
LARCENY-NON VEHICLE,192760336,10/03/2019,76 4TH ST NW,505,Midtown,E,33.77487,-84.38975,
LARCENY-NON VEHICLE,192760759,10/03/2019,1075 CENTER ST NW,501,Home Park,E,33.78411,-84.40262,
LARCENY-NON VEHICLE,192760025,10/03/2019,1806 NOBLE CREEK DR NW,204,Cross Creek,C,33.81517,-84.42542,
LARCENY-NON VEHICLE,192760419,10/03/2019,2905 3RD AVE SW,311,Hammond Park,X,33.67625,-84.40555,
AGG ASSAULT,192760227,10/03/2019,998 MCDANIEL ST SW,302,Pittsburgh,V,33.72767,-84.4014,
AGG ASSAULT,192760405,10/03/2019,100 ALABAMA ST SW,511,Downtown,M,33.75289,-84.39098,
BURGLARY-NONRES,192760485,10/03/2019,3833 PRINCETON LAKES CT SW,414,Princeton Lakes,P,33.65684,-84.51316,
BURGLARY-RESIDENCE,192750989,10/02/2019,629 OZBURN RD NW,112,Collier Heights,I,33.77232,-84.47568,
BURGLARY-RESIDENCE,192750465,10/02/2019,3390 FAIRBURN ROAD SW,414,Ben Hill,P,33.6639,-84.52377,
BURGLARY-RESIDENCE,192751415,10/02/2019,3143 HICKMAN DR NW,111,,I,33.75501,-84.4898,
AGG ASSAULT,192750052,10/02/2019,390 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70504,-84.35794,
AGG ASSAULT,192751461,10/02/2019,1576 ARCHER ST SW,104,Mozley Park,K,33.75064,-84.43902,
AGG ASSAULT,192752027,10/02/2019,1319 AKRIDGE ST NW,105,Hunter Hills,K,33.75831,-84.43107,
AGG ASSAULT,192752453,10/02/2019,1043 SPARKS ST SW,402,Oakland City,S,33.72776,-84.4218,
ROBBERY-COMMERCIAL,192750317,10/02/2019,1294 DONNELLY AVE SW,402,West End,T,33.73453,-84.43003,
LARCENY-NON VEHICLE,192750482,10/02/2019,1110 JONES AVE NW,110,Grove Park,J,33.78566,-84.4523,
AGG ASSAULT,192750180,10/02/2019,294 PENELOPE DR NW,108,Penelope Neighbors,J,33.75478,-84.4496,
AGG ASSAULT,192752261,10/02/2019,385 GARDNER ST SW,302,Pittsburgh,V,33.73076,-84.40061,
AGG ASSAULT,192752620,10/02/2019,1105 EUCLID AVE NE,602,Inman Park,N,33.76403,-84.35081,
AGG ASSAULT,192751486,10/02/2019,2130 SOUTHWOOD CV SW,412,Ben Hill Terrace,P,33.69598,-84.5183,
BURGLARY-RESIDENCE,192751292,10/02/2019,859 MCDANIEL ST SW,302,Pittsburgh,V,33.73147,-84.40193,
BURGLARY-RESIDENCE,192751343,10/02/2019,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082,
BURGLARY-RESIDENCE,192752478,10/02/2019,2154 BOLLINGBROOK DR SW,406,Beecher Hills,I,33.73506,-84.45966,
BURGLARY-NONRES,192742650,10/02/2019,383 PAINES AVE NW,506,English Avenue,L,33.76511,-84.41449,
BURGLARY-NONRES,192750308,10/02/2019,3201 CAINS HILL PL NW,206,South Tuxedo Park,B,33.84192,-84.38007,
BURGLARY-NONRES,192750382,10/02/2019,122 CLEVELAND AVE,309,Browns Mill Park,Z,33.68113,-84.38502,
BURGLARY-NONRES,192750821,10/02/2019,887 HOWELL MILL RD NW,504,Marietta Street Artery,E,33.77941,-84.40971,
LARCENY-NON VEHICLE,192750203,10/02/2019,225 CENTRAL AVE SW,512,Downtown,M,33.74833,-84.39183,
LARCENY-NON VEHICLE,192750332,10/02/2019,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.82003,-84.36489,
LARCENY-NON VEHICLE,192752149,10/02/2019,3125 PIEDMONT RD NE,211,Peachtree Park,B,33.84169,-84.37027,
LARCENY-NON VEHICLE,192752359,10/02/2019,57 FORSYTH ST NW @HEALEY BUILDING,508,Downtown,M,33.75611,-84.38984,
LARCENY-NON VEHICLE,192742650,10/02/2019,383 PAINES AVE NW,506,English Avenue,L,33.76511,-84.41449,
LARCENY-NON VEHICLE,192750394,10/02/2019,325 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73724,-84.39859,
LARCENY-NON VEHICLE,192751048,10/02/2019,1240 W PEACHTREE ST NW,502,Midtown,E,33.78874,-84.38857,
LARCENY-NON VEHICLE,192751158,10/02/2019,1399 POLLARD DR SW,409,Adams Park,R,33.71786,-84.45677,
LARCENY-NON VEHICLE,192751692,10/02/2019,3260 DONALD E HOLLOWELL PKWY,114,Bankhead/Bolton,H,33.78735,-84.49452,
LARCENY-NON VEHICLE,192751755,10/02/2019,307 BASS ST SE,605,Grant Park,W,33.73459,-84.37763,
LARCENY-NON VEHICLE,192751828,10/02/2019,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,
LARCENY-NON VEHICLE,192752222,10/02/2019,1455 ALLEGHENY ST SW,402,West End,T,33.73527,-84.43529,
LARCENY-NON VEHICLE,192752277,10/02/2019,167 STOVALL ST SE,606,Reynoldstown,N,33.74968,-84.35447,
LARCENY-NON VEHICLE,192752374,10/02/2019,450 CAPITOL AVE SE ,304,Summerhill,V,33.74229,-84.38686,
AUTO THEFT,192750002,10/02/2019,345 PHARR RD NE,206,Garden Hills,B,33.83667,-84.37666,
AUTO THEFT,192750274,10/02/2019,244 MILTON AVE SE,305,Chosewood Park,Y,33.71977,-84.38016,
AUTO THEFT,192750456,10/02/2019,801 PIEDMONT WAY NE,613,Piedmont Heights,F,33.80369,-84.37101,
AUTO THEFT,192750583,10/02/2019,1205 REGENCY CENTER DR SW,412,Midwest Cascade,Q,33.73115,-84.53218,
AUTO THEFT,192752084,10/02/2019,1901 ROGERS AVE SW,404,Westwood Terrace,I,33.73756,-84.44996,
AUTO THEFT,192752237,10/02/2019,343 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.74569,-84.41786,
AUTO THEFT,192751682,10/02/2019,1054 KIPLING ST SE,308,Thomasville Heights,Z,33.70244,-84.35194,
ROBBERY-PEDESTRIAN,192751393,10/02/2019,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144,
ROBBERY-COMMERCIAL,192752540,10/02/2019,840 MCDONOUGH BLVD,607,Custer/McDonough/Guice,W,33.70874,-84.35887,
LARCENY-NON VEHICLE,192750437,10/02/2019,2808 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.69699,-84.41029,
LARCENY-NON VEHICLE,192750036,10/02/2019,655 CLEVELAND AVE SW,309,Perkerson,X,33.6824,-84.41029,
LARCENY-NON VEHICLE,192750689,10/02/2019,1531 CAMPBELLTON RD SW,408,Venetian Hills,S,33.71334,-84.4387,
LARCENY-NON VEHICLE,192750863,10/02/2019,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,
LARCENY-NON VEHICLE,192751092,10/02/2019,2452 MOROSGO WAY NE,211,Lindbergh/Morosgo,B,33.82295,-84.36559,
LARCENY-NON VEHICLE,192751154,10/02/2019,1275 CAROLINE ST NE ,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,192750003,10/02/2019,2461 METROPOLITAN PKWY SW,309,Perkerson,X,33.68783,-84.40888,
LARCENY-FROM VEHICLE,192750087,10/02/2019,18 WILLIAM H BORDERS DR SE,604,Sweet Auburn,M,33.75391,-84.37543,
LARCENY-FROM VEHICLE,192750108,10/02/2019,535 PEACHTREE ST,510,Downtown,M,33.7701,-84.385,
LARCENY-FROM VEHICLE,192750144,10/02/2019,134 BAKER ST NE,509,Downtown,M,33.76241,-84.38307,
LARCENY-FROM VEHICLE,192750247,10/02/2019,95 8TH ST NW,503,Midtown,E,33.78007,-84.39002,
LARCENY-FROM VEHICLE,192750486,10/02/2019,508 OLD WHEAT ST NE,604,Old Fourth Ward,M,33.75596,-84.37079,
LARCENY-FROM VEHICLE,192750499,10/02/2019,100 HUNNICUTT ST NW,504,Downtown,M,33.76653,-84.39133,
LARCENY-FROM VEHICLE,192750513,10/02/2019,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,
LARCENY-FROM VEHICLE,192750556,10/02/2019,662 HANSELL ST SE,605,Grant Park,W,33.74033,-84.36583,
LARCENY-FROM VEHICLE,192750630,10/02/2019,5 PRESCOTT WALK NE,608,Druid Hills,N,33.77457,-84.33807,
LARCENY-FROM VEHICLE,192750658,10/02/2019,705 UNIVERSITY AVE SW,301,Adair Park,V,33.72245,-84.41062,
LARCENY-FROM VEHICLE,192750787,10/02/2019,840 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.70874,-84.35887,
LARCENY-FROM VEHICLE,192750825,10/02/2019,3391 PEACHTREE RD NE @SWISS HOTEL,210,Lenox,B,33.84886,-84.36517,
LARCENY-FROM VEHICLE,192750878,10/02/2019,80 SELMAN ST SE,606,Reynoldstown,N,33.75169,-84.35812,
LARCENY-FROM VEHICLE,192750950,10/02/2019,633 EVANS ST SW,401,West End,T,33.7376,-84.41593,
LARCENY-FROM VEHICLE,192751003,10/02/2019,750 MAYNARD TER SE,612,East Atlanta,W,33.73366,-84.33534,
LARCENY-FROM VEHICLE,192751047,10/02/2019,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773,
LARCENY-FROM VEHICLE,192751072,10/02/2019,2391 BENJAMIN E MAYS DR SW,406,Audobon Forest,I,33.72328,-84.46586,
LARCENY-FROM VEHICLE,192751095,10/02/2019,1010 W PEACHTREE ST NW,503,Midtown,E,33.78236,-84.38795,
LARCENY-FROM VEHICLE,192751107,10/02/2019,50 HURT PLZ SE @HURT BUILDING,510,Downtown,M,33.75403,-84.38779,
LARCENY-FROM VEHICLE,192751108,10/02/2019,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68077,-84.4937,
LARCENY-FROM VEHICLE,192751165,10/02/2019,2237 CASCADE RD SW,406,Cascade Avenue/Road,S,33.72282,-84.46129,
LARCENY-FROM VEHICLE,192751231,10/02/2019,3730 CARMIA DR SW @PUBLIX - CARMIA,414,Princeton Lakes,P,33.65573,-84.5109,
LARCENY-FROM VEHICLE,192751526,10/02/2019,1455 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79579,-84.42575,
LARCENY-FROM VEHICLE,192751749,10/02/2019,502 PRYOR ST SW,303,Mechanicsville,V,33.74114,-84.39442,
LARCENY-FROM VEHICLE,192751874,10/02/2019,675 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.7729,-84.35241,
LARCENY-FROM VEHICLE,192751909,10/02/2019,1360 LA FRANCE ST NE,609,Edgewood,O,33.76048,-84.34324,
LARCENY-FROM VEHICLE,192751983,10/02/2019,711 COSMOPOLITAN DR NE,211,Lindbergh/Morosgo,B,33.82095,-84.36227,
LARCENY-FROM VEHICLE,192752135,10/02/2019,2429 BOLTON RD NW,103,Bolton,D,33.82065,-84.45537,
LARCENY-FROM VEHICLE,192752148,10/02/2019,333 NELSON ST SW,507,Castleberry Hill,M,33.75158,-84.39883,
LARCENY-FROM VEHICLE,192752157,10/02/2019,438 SEMINOLE AVE NE ,602,Candler Park,N,33.76551,-84.34912,
LARCENY-FROM VEHICLE,192752328,10/02/2019,77 BENNETT ST NW,207,,C,33.81196,-84.39503,
LARCENY-FROM VEHICLE,192752340,10/02/2019,185 MONTAG CIR NE,602,Inman Park,N,33.76074,-84.36193,
LARCENY-FROM VEHICLE,192752522,10/02/2019,2371 HOSEA L WILLIAMS DR SE,611,East Lake,O,33.75089,-84.30937,
LARCENY-FROM VEHICLE,192752595,10/02/2019,1057 BLUE RIDGE AVE NE,602,Poncey-Highland,N,33.77228,-84.35271,
LARCENY-FROM VEHICLE,192752638,10/02/2019,768 MARIETTA ST NW,504,Marietta Street Artery,E,33.77331,-84.40403,
LARCENY-FROM VEHICLE,192752679,10/02/2019,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,
LARCENY-FROM VEHICLE,192732085,10/01/2019,60 ANDREW YOUNG INTERNATIONAL AVE,509,Downtown,M,33.75991,-84.38522,
LARCENY-FROM VEHICLE,192740205,10/01/2019,685 11TH ST NW,501,Home Park,E,33.78332,-84.40974,
LARCENY-FROM VEHICLE,192740388,10/01/2019,3695 PEACHTREE RD NE,210,Ridgedale Park,B,33.85486,-84.35336,
LARCENY-FROM VEHICLE,192740449,10/01/2019,400 PHARR RD NE,206,Buckhead Village,B,33.83751,-84.37416,
LARCENY-FROM VEHICLE,192740457,10/01/2019,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,
LARCENY-FROM VEHICLE,192740550,10/01/2019,988 ALLENE AVE SW,301,Adair Park,V,33.72792,-84.41338,
LARCENY-FROM VEHICLE,192740819,10/01/2019,312 ARIZONA AVE NE,608,Lake Claire,N,33.7628,-84.33039,
LARCENY-FROM VEHICLE,192740863,10/01/2019,2857 MARTIN LUTHER KING JR DRIVE NW,111,Harland Terrace,I,33.75459,-84.48144,
LARCENY-FROM VEHICLE,192741923,10/01/2019,2233 PEACHTREE RD NE,211,,E,33.8153,-84.39131,
LARCENY-FROM VEHICLE,192741947,10/01/2019,261 MILLS ST NW,504,Downtown,M,33.76543,-84.396,
LARCENY-FROM VEHICLE,192742202,10/01/2019,3183 PEACHTREE RD NE,206,Buckhead Village,B,33.84063,-84.37497,
LARCENY-FROM VEHICLE,192742284,10/01/2019,3804 ROSWELL RD NE,209,East Chastain Park,B,33.85868,-84.381,
LARCENY-FROM VEHICLE,192742360,10/01/2019,540 PHARR RD NE,206,Buckhead Village,B,33.83707,-84.37018,
LARCENY-FROM VEHICLE,192742435,10/01/2019,313 N HIGHLAND AVE NE,602,Inman Park,N,33.76338,-84.35726,
LARCENY-FROM VEHICLE,192742437,10/01/2019,685 11TH ST NW,501,Home Park,E,33.78332,-84.40974,
LARCENY-FROM VEHICLE,192742487,10/01/2019,781 PEACHTREE ST NE @SAINT MARK METHODIS,505,Midtown,E,33.77577,-84.38407,
LARCENY-FROM VEHICLE,192742531,10/01/2019,290 ELIZABETH ST NE,602,Inman Park,N,33.76234,-84.35807,
LARCENY-FROM VEHICLE,192742567,10/01/2019,299 N HIGHLAND AVE NE,602,Inman Park,N,33.76198,-84.35846,
LARCENY-FROM VEHICLE,192742591,10/01/2019,1360 W PEACHTREE ST NW,502,Midtown,E,33.79176,-84.38787,
LARCENY-FROM VEHICLE,192742592,10/01/2019,1023 HEMPHILL AVE NW,501,Home Park,E,33.78273,-84.40462,
LARCENY-FROM VEHICLE,192742606,10/01/2019,PEACHTREE PL NE / CRESCENT AVE NE,503,Midtown,E,33.78078,-84.38462,
LARCENY-FROM VEHICLE,192742614,10/01/2019,786 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41381,
LARCENY-FROM VEHICLE,192740517,10/01/2019,434 MARIETTA ST NW,507,Downtown,M,33.76488,-84.39744,
LARCENY-FROM VEHICLE,192740617,10/01/2019,1776 HOWELL MILL RD NW,204,Underwood Hills,D,33.80297,-84.41511,
LARCENY-FROM VEHICLE,192740672,10/01/2019,2867 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67643,-84.4086,
LARCENY-NON VEHICLE,192740778,10/01/2019,407 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.74482,-84.31662,
LARCENY-NON VEHICLE,192741188,10/01/2019,525 GLEN IRIS DR NE,603,Old Fourth Ward,M,33.76819,-84.36763,
LARCENY-NON VEHICLE,192741149,10/01/2019,55 MILDRED PL NW,109,Grove Park,J,33.78102,-84.45635,
LARCENY-NON VEHICLE,192742234,10/01/2019,950 W PEACHTREE ST NW,503,Midtown,E,33.78014,-84.38747,
HOMICIDE,192742557,10/01/2019,605 BOULEVARD NE,603,Old Fourth Ward,M,33.77097,-84.3714,
ROBBERY-PEDESTRIAN,192742382,10/01/2019,3221 MARTIN L KING JR DR NW,111,,I,33.75284,-84.49256,
LARCENY-NON VEHICLE,192740087,10/01/2019,235 PEACHTREE ST NE @ATL GAS LIGHT TOWER,509,Downtown,M,33.76044,-84.38702,
LARCENY-NON VEHICLE,192741025,10/01/2019,25 PEACHTREE ST NE,510,Downtown,M,33.75445,-84.38954,
LARCENY-NON VEHICLE,192741281,10/01/2019,2525 PIEDMONT RD,212,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-NON VEHICLE,192741445,10/01/2019,2841 GREENBRIAR PKWY SW @Multiple,411,Greenbriar,R,33.68677,-84.49773,
LARCENY-NON VEHICLE,192741637,10/01/2019,2371 GLENWOOD AVE SE,611,East Lake,O,33.73966,-84.30934,
LARCENY-NON VEHICLE,192742106,10/01/2019,3199 MAPLE DR NE,206,Buckhead Village,B,33.84165,-84.37224,
LARCENY-NON VEHICLE,192742350,10/01/2019,1275 CAROLINE ST NE ,609,Edgewood,O,33.75605,-84.34813,
LARCENY-NON VEHICLE,192740322,10/01/2019,1850 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70369,-84.40795,
LARCENY-NON VEHICLE,192740356,10/01/2019,215 FORSTYH ST,512,Downtown,M,33.75757,-84.39487,
LARCENY-NON VEHICLE,192741280,10/01/2019,529 WHITEHALL ST SW,303,Mechanicsville,V,33.7435,-84.40521,
LARCENY-NON VEHICLE,192741396,10/01/2019,3691 COLLIER DR NW,114,Fairburn Heights,H,33.76969,-84.50678,
LARCENY-NON VEHICLE,192741531,10/01/2019,1850 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70369,-84.40795,
LARCENY-NON VEHICLE,192741740,10/01/2019,3850 JONESBORO RD SE @EXPOSITION CENTER,313,South River Gardens,Z,33.65088,-84.36362,
LARCENY-NON VEHICLE,192741810,10/01/2019,450 CAPITOL AVE SE,304,Summerhill,V,33.74206,-84.38768,
LARCENY-NON VEHICLE,192742568,10/01/2019,1455 HAWKINS ST NW,105,Hunter Hills,K,33.76244,-84.43552,
BURGLARY-RESIDENCE,192741723,10/01/2019,2825 THIRD AVE,311,Hammond Park,X,33.67774,-84.40348,
BURGLARY-NONRES,192740320,10/01/2019,226 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73664,-84.39553,
BURGLARY-NONRES,192742044,10/01/2019,1626 FOREST LAKES AVE SE,611,The Villages at East Lake,O,33.7452,-84.31258,
BURGLARY-RESIDENCE,192740723,10/01/2019,623 CENTER HILL AVE NW,109,Center Hill,J,33.77205,-84.46394,
BURGLARY-RESIDENCE,192741042,10/01/2019,1899 PENELOPE RD NW,108,Penelope Neighbors,J,33.75411,-84.44988,
BURGLARY-RESIDENCE,192742588,10/01/2019,1451 MORAY ST SW,408,Venetian Hills,S,33.71601,-84.44416,
LARCENY-NON VEHICLE,192740665,10/01/2019,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341,
LARCENY-NON VEHICLE,192741071,10/01/2019,2840 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68764,-84.48965,
AGG ASSAULT,192742259,10/01/2019,1952 LOIS PL NW,110,Grove Park,J,33.78447,-84.45189,
AGG ASSAULT,192742337,10/01/2019,2060 ALISON CT SW,410,Campbellton Road,R,33.70062,-84.45594,
AGG ASSAULT,192742602,10/01/2019,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,
AUTO THEFT,192740172,10/01/2019,783 CARON CIR NW,112,Collier Heights,I,33.77567,-84.48683,
AUTO THEFT,192741176,10/01/2019,673 THURMOND ST NW,102,Vine City,L,33.7617,-84.40948,
AUTO THEFT,192741308,10/01/2019,1940 FISHER RD SE,607,Custer/McDonough/Guice,W,33.70979,-84.35849,
AUTO THEFT,192742485,10/01/2019,639 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82329,-84.36696,
AUTO THEFT,192742588,10/01/2019,1451 MORAY ST SW,408,Venetian Hills,S,33.71601,-84.44416,
AGG ASSAULT,192740240,10/01/2019,676 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76142,-84.36492,
AGG ASSAULT,192740363,10/01/2019,875 HANK AARON DR SW,304,Peoplestown,V,33.73078,-84.38821,
AGG ASSAULT,192742540,10/01/2019,1993 BENT CREEK WAY SW,410,Campbellton Road,R,33.70084,-84.46568,
AGG ASSAULT,192742701,10/01/2019,1612 OCALA AVE SW,403,Cascade Avenue/Road,S,33.72786,-84.44107,
BURGLARY-NONRES,192741730,10/01/2019,1085 LINDBERGH DR NE,212,Lindridge/Martin Manor,F,33.81861,-84.3525,
AGG ASSAULT,192740299,10/01/2019,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68077,-84.4937,
AGG ASSAULT,192742498,10/01/2019,1271 GRAYMONT DR SW,403,Venetian Hills,S,33.72037,-84.43678,
